Date,rain_mm,Tair_C,vwc_12cm,vwc_47cm,vwc_96cm,vwc_152cm,soilMoisture_m_top1m,soilMoisture_m_top1.5m,soilMoisture_m_top2m
2017-03-16,0,13.6291875,0.066,0.064,0.064,0.064,0.065,0.097,0.129
2017-03-17,0,12.706506944444444,0.073,0.064,0.064,0.064,0.067,0.099,0.131
2017-03-18,0,12.535645833333334,0.074,0.064,0.064,0.064,0.067,0.099,0.131
2017-03-19,0,18.763076388888887,0.081,0.064,0.064,0.064,0.069,0.101,0.133
2017-03-20,0,14.593902777777778,0.084,0.064,0.064,0.064,0.07,0.102,0.134
2017-03-21,0,9.910013888888889,0.082,0.064,0.064,0.064,0.069,0.101,0.133
2017-03-22,0,8.478368055555556,0.079,0.064,0.064,0.064,0.068,0.101,0.132
2017-03-23,12.446,17.152375,0.079,0.064,0.065,0.064,0.069,0.101,0.133
2017-03-24,0.254,8.913361111111112,0.082,0.064,0.065,0.064,0.069,0.102,0.134
2017-03-25,0,8.635354166666668,0.072,0.064,0.065,0.064,0.067,0.099,0.131
2017-03-26,0.508,4.149465277777778,0.072,0.064,0.065,0.064,0.067,0.099,0.131
2017-03-27,0,9.168256944444444,0.069,0.064,0.065,0.064,0.066,0.098,0.13
2017-03-28,35.814,7.288409722222222,0.074,0.064,0.065,0.064,0.067,0.1,0.132
2017-03-29,18.034,5.301972222222222,0.231,0.064,0.066,0.064,0.115,0.147,0.179
2017-03-30,0,7.270548611111111,0.341,0.064,0.066,0.064,0.148,0.18,0.212
2017-03-31,0,4.567125,0.34,0.064,0.066,0.064,0.147,0.18,0.212
2017-04-01,12.954,4.902861111111111,0.341,0.064,0.066,0.064,0.148,0.18,0.212
2017-04-02,0,7.471541666666667,0.344,0.064,0.066,0.064,0.149,0.181,0.213
2017-04-03,0,10.545590277777778,0.341,0.064,0.065,0.064,0.147,0.18,0.212
2017-04-04,11.43,5.196659722222222,0.339,0.064,0.065,0.064,0.147,0.179,0.211
2017-04-05,0,7.199138888888889,0.345,0.064,0.065,0.064,0.149,0.181,0.213
2017-04-06,0,7.901152777777778,0.342,0.064,0.065,0.064,0.148,0.18,0.212
2017-04-07,0,13.246409722222221,0.34,0.064,0.065,0.064,0.147,0.179,0.211
2017-04-08,0,17.78388888888889,0.338,0.064,0.065,0.064,0.147,0.179,0.211
2017-04-09,0,15.321180555555555,0.334,0.064,0.065,0.064,0.146,0.178,0.21
2017-04-10,0,9.77592361111111,0.33,0.064,0.065,0.064,0.144,0.177,0.209
2017-04-11,0,10.519298611111111,0.327,0.064,0.066,0.064,0.144,0.176,0.208
2017-04-12,79.252,16.056805555555556,0.328,0.083,0.066,0.064,0.152,0.185,0.217
2017-04-13,0,14.854444444444445,0.349,0.347,0.245,0.065,0.319,0.394,0.427
2017-04-14,0,20.621319444444445,0.35,0.348,0.349,0.307,0.349,0.512,0.665
2017-04-15,0,19.18875,0.35,0.349,0.35,0.34,0.35,0.522,0.693
2017-04-16,0,12.905972222222223,0.351,0.35,0.351,0.344,0.35,0.524,0.696
2017-04-17,0,14.744930555555555,0.351,0.35,0.351,0.346,0.35,0.525,0.697
2017-04-18,0,19.67875,0.351,0.35,0.351,0.347,0.35,0.525,0.698
2017-04-19,0,20.671736111111112,0.35,0.35,0.351,0.347,0.35,0.525,0.699
2017-04-20,0,14.815208333333333,0.35,0.35,0.352,0.347,0.351,0.525,0.699
2017-04-21,5.588,8.682152777777778,0.351,0.35,0.352,0.348,0.351,0.526,0.7
2017-04-22,0,7.883020833333333,0.352,0.35,0.352,0.349,0.351,0.527,0.701
2017-04-23,0,10.387006944444444,0.352,0.35,0.353,0.349,0.352,0.527,0.701
2017-04-24,0,17.00548611111111,0.352,0.35,0.353,0.349,0.352,0.527,0.701
2017-04-25,0,11.368277777777777,0.352,0.35,0.353,0.349,0.351,0.527,0.701
2017-04-26,0,6.780875,0.352,0.35,0.353,0.349,0.351,0.527,0.701
2017-04-27,6.604,8.337736111111111,0.353,0.35,0.353,0.349,0.352,0.528,0.702
2017-04-28,4.318,7.808263888888889,0.353,0.35,0.353,0.35,0.352,0.528,0.703
2017-04-29,20.32,0.6891111111111111,0.354,0.35,0.353,0.35,0.352,0.528,0.703
2017-04-30,10.922,0.421625,0.352,0.35,0.353,0.35,0.352,0.528,0.703
2017-05-01,0,3.6065555555555555,0.351,0.351,0.353,0.351,0.352,0.528,0.703
2017-05-02,4.064,8.857590277777778,0.352,0.351,0.354,0.351,0.352,0.528,0.704
2017-05-03,0,8.902930555555555,0.353,0.351,0.354,0.351,0.352,0.529,0.704
2017-05-04,0,10.85098611111111,0.352,0.351,0.354,0.351,0.352,0.528,0.704
2017-05-05,0,14.601319444444444,0.352,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-06,0,18.0368125,0.352,0.351,0.354,0.353,0.352,0.529,0.705
2017-05-07,0,21.19909722222222,0.352,0.351,0.354,0.353,0.352,0.529,0.705
2017-05-08,0,19.99298611111111,0.352,0.351,0.354,0.353,0.352,0.529,0.705
2017-05-09,0,19.060555555555556,0.352,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-10,22.096,17.508541666666666,0.352,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-11,3.302,12.440555555555555,0.352,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-12,0,12.891597222222222,0.353,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-13,0,16.893840277777777,0.353,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-14,0,21.426111111111112,0.353,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-15,0,24.12965277777778,0.352,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-16,0.254,20.972291666666667,0.353,0.351,0.354,0.352,0.352,0.529,0.705
2017-05-17,0,17.219583333333333,0.353,0.351,0.354,0.352,0.353,0.529,0.705
2017-05-18,0,11.754722222222222,0.353,0.351,0.354,0.352,0.353,0.529,0.705
2017-05-19,2.286,10.736375,0.354,0.351,0.354,0.352,0.353,0.53,0.706
2017-05-20,0,8.241076388888889,0.355,0.352,0.354,0.352,0.353,0.53,0.706
2017-05-21,0,11.999944444444445,0.355,0.352,0.354,0.352,0.353,0.53,0.706
2017-05-22,0.762,14.536875,0.355,0.352,0.354,0.352,0.353,0.53,0.706
2017-05-23,0,11.535277777777777,0.355,0.352,0.354,0.352,0.353,0.53,0.706
2017-05-24,0,12.645763888888888,0.355,0.352,0.354,0.351,0.353,0.53,0.705
2017-05-25,0,18.500138888888888,0.354,0.351,0.354,0.351,0.353,0.529,0.705
2017-05-26,0,17.859513888888888,0.354,0.351,0.354,0.351,0.353,0.529,0.705
2017-05-27,0.254,17.286180555555557,0.353,0.351,0.354,0.351,0.353,0.529,0.705
2017-05-28,0,16.716041666666666,0.354,0.351,0.354,0.351,0.353,0.529,0.705
2017-05-29,0,16.752770833333333,0.353,0.352,0.354,0.351,0.353,0.529,0.705
2017-05-30,0,18.895902777777778,0.35,0.352,0.354,0.351,0.352,0.528,0.704
2017-05-31,0,20.482430555555556,0.346,0.35,0.351,0.35,0.349,0.524,0.7
2017-06-01,1.524,21.074791666666666,0.341,0.349,0.35,0.35,0.347,0.522,0.697
2017-06-02,0,20.879583333333333,0.333,0.347,0.348,0.349,0.343,0.518,0.692
2017-06-03,0,19.331041666666668,0.328,0.345,0.346,0.349,0.34,0.514,0.688
2017-06-04,0,20.78326388888889,0.323,0.342,0.345,0.347,0.337,0.51,0.684
2017-06-05,0,21.30784722222222,0.316,0.338,0.343,0.345,0.333,0.505,0.678
2017-06-06,1.016,20.775694444444444,0.308,0.335,0.341,0.342,0.329,0.499,0.671
2017-06-07,0,20.361805555555556,0.3,0.333,0.339,0.34,0.325,0.495,0.664
2017-06-08,10.16,20.40013888888889,0.295,0.331,0.338,0.337,0.322,0.491,0.659
2017-06-09,0,22.759305555555557,0.294,0.33,0.336,0.334,0.321,0.488,0.655
2017-06-10,0,27.576527777777777,0.289,0.328,0.334,0.332,0.318,0.484,0.65
2017-06-11,0,29.12638888888889,0.277,0.325,0.332,0.33,0.313,0.478,0.643
2017-06-12,0,26.029591836734696,0.267,0.322,0.33,0.328,0.308,0.472,0.636
2018-12-03,0,-4.467666666666666,0.351,0.351,0.352,0.345,0.351,0.526,0.698
2018-12-04,0,-2.7200694444444444,0.348,0.35,0.352,0.345,0.35,0.524,0.696
2018-12-05,0,-1.7425069444444445,0.346,0.35,0.351,0.345,0.349,0.523,0.695
2018-12-06,0,-2.739895833333333,0.344,0.349,0.35,0.345,0.348,0.521,0.694
2018-12-07,0,-3.9736736111111113,0.343,0.348,0.349,0.344,0.347,0.52,0.692
2018-12-08,0,-4.564986111111111,0.342,0.347,0.349,0.342,0.346,0.519,0.69
2018-12-09,0,-1.0269027777777777,0.342,0.347,0.348,0.339,0.346,0.518,0.687
2018-12-10,0,-1.0100555555555555,0.341,0.347,0.348,0.336,0.345,0.516,0.684
2018-12-11,0,0.8549236111111111,0.341,0.347,0.348,0.334,0.346,0.516,0.683
2018-12-12,0,1.4537361111111111,0.34,0.346,0.346,0.331,0.344,0.514,0.679
2018-12-13,0,2.1299027777777777,0.339,0.346,0.345,0.33,0.344,0.512,0.677
2018-12-14,0,-1.2266944444444445,0.339,0.346,0.344,0.328,0.343,0.511,0.675
2018-12-15,0,0.6937013888888889,0.338,0.346,0.343,0.327,0.343,0.51,0.673
2018-12-16,0,2.3555625,0.338,0.346,0.342,0.325,0.342,0.508,0.671
2018-12-17,0,3.5271458333333334,0.337,0.345,0.341,0.324,0.341,0.507,0.669
2018-12-18,0,4.057284722222223,0.336,0.345,0.34,0.323,0.341,0.507,0.668
2018-12-19,0,4.631388888888889,0.336,0.345,0.339,0.321,0.341,0.506,0.666
2018-12-20,0,2.579409722222222,0.335,0.345,0.337,0.32,0.34,0.504,0.664
2018-12-21,0,0.26834027777777775,0.334,0.345,0.337,0.319,0.34,0.503,0.663
2018-12-22,0,1.7373611111111111,0.334,0.344,0.336,0.318,0.339,0.502,0.661
2018-12-23,1.524,-2.9191875,0.333,0.344,0.334,0.317,0.338,0.501,0.659
2018-12-24,0,-1.160486111111111,0.332,0.344,0.334,0.317,0.338,0.501,0.659
2018-12-25,0,0.9929097222222222,0.332,0.343,0.333,0.315,0.337,0.499,0.656
2018-12-26,20.574,3.6946944444444445,0.336,0.346,0.337,0.315,0.341,0.503,0.661
2018-12-27,2.794,-3.0699027777777776,0.345,0.348,0.35,0.33,0.348,0.518,0.683
2018-12-28,0,-8.889430555555556,0.346,0.348,0.35,0.343,0.348,0.521,0.693
2018-12-29,0,-10.018576388888889,0.347,0.348,0.351,0.344,0.349,0.522,0.694
2018-12-30,0,-8.348180555555556,0.348,0.348,0.351,0.344,0.349,0.523,0.695
2018-12-31,0,-7.341631944444444,0.348,0.348,0.353,0.345,0.35,0.524,0.697
2019-01-01,0,-11.706180555555555,0.346,0.35,0.354,0.345,0.35,0.525,0.697
2019-01-02,0,-9.316805555555556,0.345,0.349,0.353,0.344,0.349,0.523,0.695
2019-01-03,0,-6.346951388888889,0.343,0.347,0.351,0.344,0.347,0.521,0.693
2019-01-04,0,-0.6032013888888889,0.342,0.347,0.35,0.343,0.346,0.519,0.691
2019-01-05,0,1.3963194444444444,0.342,0.346,0.349,0.342,0.346,0.518,0.689
2019-01-06,0,3.505638888888889,0.343,0.347,0.349,0.34,0.347,0.519,0.689
2019-01-07,0,4.076694444444445,0.349,0.349,0.353,0.339,0.35,0.523,0.692
2019-01-08,0,0.9534861111111111,0.35,0.35,0.353,0.343,0.351,0.525,0.696
2019-01-09,0,0.03676388888888888,0.351,0.35,0.354,0.344,0.352,0.526,0.698
2019-01-10,0,1.8997291666666667,0.352,0.351,0.354,0.344,0.352,0.526,0.698
2019-01-11,0,-0.09695138888888888,0.353,0.351,0.355,0.346,0.353,0.528,0.701
2019-01-12,4.8260000000000005,-1.837236111111111,0.353,0.352,0.356,0.345,0.353,0.528,0.7
2019-01-13,0,-3.0135833333333335,0.354,0.352,0.356,0.346,0.354,0.529,0.702
2019-01-14,0,-1.2247708333333334,0.354,0.353,0.356,0.346,0.354,0.53,0.703
2019-01-15,0,-3.783965277777778,0.354,0.353,0.356,0.346,0.354,0.53,0.703
2019-01-16,0,-3.976125,0.354,0.353,0.357,0.347,0.354,0.53,0.703
2019-01-17,0,0.3766388888888889,0.354,0.353,0.357,0.346,0.355,0.531,0.703
2019-01-18,0,-0.0708125,0.355,0.353,0.358,0.347,0.355,0.531,0.705
2019-01-19,0,-6.186368055555556,0.355,0.354,0.358,0.346,0.355,0.531,0.705
2019-01-20,0,-0.18277083333333333,0.355,0.354,0.358,0.346,0.355,0.531,0.704
2019-01-21,0,-1.9727569444444444,0.355,0.354,0.358,0.347,0.356,0.532,0.705
2019-01-22,0,-6.021868055555555,0.353,0.355,0.359,0.349,0.356,0.533,0.707
2019-01-23,0,-4.973722222222222,0.35,0.355,0.358,0.347,0.355,0.531,0.704
2019-01-24,0,-4.234444444444445,0.349,0.353,0.358,0.346,0.353,0.529,0.701
2019-01-25,0,-1.8652152777777777,0.347,0.351,0.355,0.346,0.351,0.526,0.699
2019-01-26,0,0.39750694444444445,0.346,0.35,0.355,0.345,0.35,0.525,0.697
2019-01-27,0,3.1327291666666666,0.347,0.351,0.354,0.344,0.35,0.525,0.697
2019-01-28,0,0.5712361111111111,0.353,0.353,0.357,0.344,0.354,0.529,0.701
2019-01-29,0,-3.43725,0.353,0.353,0.358,0.346,0.355,0.53,0.703
2019-01-30,0,-7.165229166666666,0.354,0.354,0.358,0.346,0.355,0.531,0.704
2019-01-31,0,-1.2665625,0.354,0.354,0.358,0.346,0.355,0.531,0.705
2019-02-01,0,2.4376875,0.354,0.354,0.358,0.346,0.355,0.531,0.704
2019-02-02,0,5.433993055555556,0.355,0.354,0.358,0.346,0.356,0.532,0.705
2019-02-03,0,6.765902777777778,0.355,0.354,0.359,0.347,0.356,0.532,0.705
2019-02-04,0,-2.020583333333333,0.355,0.354,0.359,0.347,0.356,0.532,0.706
2019-02-05,0,-7.3905763888888885,0.355,0.354,0.36,0.35,0.356,0.533,0.708
2019-02-06,0,-7.964756944444445,0.355,0.355,0.36,0.35,0.356,0.534,0.708
2019-02-07,0,-13.848402777777778,0.355,0.354,0.359,0.348,0.356,0.532,0.707
2019-02-08,0,-8.755097222222222,0.351,0.354,0.358,0.347,0.354,0.531,0.704
2019-02-09,0,-1.0044861111111112,0.35,0.354,0.358,0.347,0.354,0.53,0.704
2019-02-10,0,-1.3979513888888888,0.354,0.354,0.358,0.347,0.355,0.531,0.705
2019-02-11,0,-0.12255555555555556,0.355,0.354,0.359,0.347,0.356,0.532,0.706
2019-02-12,0,1.0430833333333334,0.355,0.354,0.358,0.347,0.356,0.532,0.706
2019-02-13,0,4.011618055555555,0.356,0.354,0.359,0.347,0.356,0.532,0.706
2019-02-14,0,4.405027777777778,0.356,0.354,0.359,0.347,0.356,0.533,0.706
2019-02-15,0,-6.7759375,0.356,0.354,0.359,0.347,0.356,0.533,0.706
2019-02-16,0,-7.436972222222222,0.356,0.354,0.36,0.35,0.356,0.534,0.709
2019-02-17,0,-5.4676527777777775,0.354,0.354,0.359,0.349,0.356,0.532,0.707
2019-02-18,0.254,-10.467777777777778,0.348,0.354,0.359,0.347,0.353,0.53,0.704
2019-02-19,0,-8.63967361111111,0.306,0.352,0.359,0.35,0.34,0.517,0.692
2019-02-20,1.524,-5.256194444444445,0.205,0.352,0.357,0.348,0.309,0.485,0.659
2019-02-21,0,-1.7309097222222223,0.207,0.352,0.356,0.345,0.309,0.485,0.657
2019-02-22,0,0.8643958333333334,0.306,0.354,0.358,0.346,0.341,0.517,0.689
2019-02-23,0.254,-2.1424791666666665,0.315,0.354,0.359,0.347,0.344,0.52,0.694
2019-02-24,2.286,-7.430923611111111,0.322,0.355,0.359,0.347,0.346,0.522,0.696
2019-02-25,0,-9.7143125,0.331,0.354,0.358,0.346,0.348,0.524,0.697
2019-02-26,0,-13.132624999999999,0.34,0.353,0.358,0.346,0.35,0.526,0.699
2019-02-27,0,-13.589166666666667,0.343,0.352,0.356,0.345,0.351,0.526,0.698
2019-02-28,0,-9.959069444444445,0.344,0.351,0.355,0.345,0.35,0.525,0.697
2019-03-01,0,-4.541868055555556,0.343,0.351,0.355,0.343,0.35,0.524,0.695
2019-03-02,0,-7.193597222222222,0.344,0.351,0.355,0.341,0.35,0.524,0.694
2019-03-03,0,-15.065069444444445,0.344,0.351,0.354,0.339,0.35,0.523,0.692
2019-03-04,0,-15.795486111111112,0.344,0.351,0.354,0.336,0.349,0.522,0.69
2019-03-05,0.762,-12.540125,0.343,0.35,0.353,0.334,0.349,0.52,0.687
2019-03-06,0,-3.0274027777777777,0.342,0.35,0.353,0.332,0.348,0.519,0.685
2019-03-07,0,-1.753986111111111,0.34,0.35,0.352,0.33,0.348,0.518,0.683
2019-03-08,0,-0.40299999999999997,0.341,0.35,0.351,0.329,0.348,0.518,0.682
2019-03-09,0,4.021881944444444,0.349,0.353,0.355,0.328,0.352,0.523,0.687
2019-03-10,0,1.4699097222222222,0.351,0.353,0.356,0.336,0.354,0.526,0.694
2019-03-11,0,2.7149236111111112,0.353,0.354,0.357,0.342,0.355,0.529,0.7
2019-03-12,0,10.137166666666667,0.353,0.354,0.358,0.343,0.355,0.53,0.701
2019-03-13,11.684000000000001,9.064770833333334,0.354,0.354,0.357,0.343,0.355,0.53,0.701
2019-03-14,0,2.153875,0.353,0.355,0.358,0.343,0.355,0.531,0.702
2019-03-15,0,2.4856944444444444,0.353,0.355,0.358,0.344,0.355,0.531,0.703
2019-03-16,0,4.373423611111111,0.354,0.356,0.359,0.344,0.356,0.532,0.704
2019-03-17,0,5.6949097222222225,0.355,0.356,0.359,0.345,0.357,0.532,0.705
2019-03-18,0,5.496597222222222,0.355,0.357,0.359,0.345,0.357,0.533,0.705
2019-03-19,0,6.118486111111111,0.356,0.357,0.359,0.346,0.357,0.533,0.706
2019-03-20,0,5.3042638888888884,0.356,0.357,0.359,0.346,0.357,0.533,0.706
2019-03-21,0,7.690298611111111,0.356,0.357,0.359,0.347,0.357,0.533,0.707
2019-03-22,26.416,7.861409722222223,0.358,0.357,0.36,0.347,0.358,0.535,0.708
2019-03-23,0,8.7856875,0.357,0.357,0.359,0.348,0.358,0.535,0.709
2019-03-24,0,6.728152777777778,0.357,0.357,0.359,0.349,0.358,0.535,0.709
2019-03-25,0,7.800618055555556,0.358,0.357,0.36,0.35,0.358,0.536,0.711
2019-03-26,0,10.528631944444445,0.357,0.357,0.359,0.351,0.358,0.535,0.711
2019-03-27,0,16.250555555555554,0.358,0.357,0.359,0.352,0.358,0.536,0.712
2019-03-28,0,10.129729166666667,0.358,0.357,0.36,0.354,0.358,0.537,0.714
2019-03-29,1.016,3.2439583333333335,0.359,0.357,0.36,0.356,0.359,0.538,0.716
2019-03-30,0.508,1.0533611111111112,0.358,0.357,0.36,0.356,0.358,0.537,0.715
2019-03-31,0,2.0101458333333335,0.358,0.357,0.36,0.356,0.358,0.537,0.715
2019-04-01,0,6.804395833333333,0.358,0.357,0.359,0.356,0.358,0.537,0.714
2019-04-02,0,7.3152083333333335,0.357,0.357,0.359,0.355,0.358,0.536,0.713
2019-04-03,0,9.761402777777779,0.354,0.357,0.359,0.353,0.357,0.535,0.712
2019-04-04,0,10.038493055555556,0.353,0.356,0.358,0.352,0.356,0.533,0.71
2019-04-05,0,16.461111111111112,0.351,0.355,0.357,0.351,0.354,0.531,0.707
2019-04-06,0,16.190347222222222,0.348,0.354,0.357,0.35,0.353,0.53,0.705
2019-04-07,0,14.445701388888889,0.346,0.353,0.356,0.349,0.352,0.528,0.703
2019-04-08,0,15.378222222222222,0.344,0.352,0.355,0.348,0.351,0.526,0.7
2019-04-09,0,17.501333333333335,0.342,0.352,0.355,0.346,0.35,0.525,0.698
2019-04-10,0,12.191986111111111,0.339,0.352,0.355,0.345,0.349,0.523,0.696
2019-04-11,0,-1.302486111111111,0.336,0.351,0.354,0.342,0.347,0.521,0.692
2019-04-12,0,2.224798611111111,0.336,0.351,0.353,0.339,0.347,0.52,0.689
2019-04-13,0,3.7530763888888887,0.336,0.351,0.352,0.337,0.347,0.519,0.687
2019-04-14,0,8.154340277777777,0.335,0.35,0.352,0.335,0.346,0.518,0.685
2019-04-15,0,14.430270833333333,0.334,0.351,0.351,0.334,0.346,0.517,0.684
2019-04-16,0,14.699791666666666,0.334,0.351,0.351,0.332,0.346,0.516,0.682
2019-04-17,0,15.610625,0.333,0.351,0.35,0.331,0.345,0.515,0.681
2019-04-18,0,10.348597222222223,0.331,0.351,0.349,0.33,0.344,0.514,0.679
2019-04-19,0,10.463409722222222,0.328,0.351,0.348,0.329,0.343,0.512,0.677
2019-04-20,0,18.052902777777778,0.327,0.35,0.347,0.328,0.342,0.511,0.675
2019-04-21,0,19.460416666666667,0.324,0.35,0.345,0.327,0.341,0.509,0.673
2019-04-22,0,12.310625,0.32,0.35,0.343,0.327,0.339,0.507,0.67
2019-04-23,0,10.610409722222222,0.314,0.35,0.342,0.326,0.337,0.504,0.667
2019-04-24,0,13.423416666666666,0.306,0.349,0.341,0.325,0.334,0.5,0.662
2019-04-25,0,13.530763888888888,0.296,0.349,0.339,0.324,0.33,0.496,0.658
2019-04-26,0,14.944826388888888,0.284,0.348,0.338,0.323,0.326,0.491,0.652
2019-04-27,0,13.781145833333333,0.272,0.347,0.336,0.322,0.321,0.486,0.647
2019-04-28,0.508,12.005430555555556,0.26,0.345,0.335,0.321,0.317,0.48,0.641
2019-04-29,0,10.698104166666667,0.25,0.343,0.333,0.32,0.312,0.475,0.636
2019-04-30,0.254,6.316763888888889,0.242,0.342,0.333,0.321,0.309,0.472,0.633
2019-05-01,7.112,7.450326388888889,0.239,0.341,0.332,0.32,0.308,0.471,0.631
2019-05-02,0.508,8.569597222222223,0.236,0.34,0.331,0.319,0.306,0.469,0.628
2019-05-03,7.112,12.26951388888889,0.233,0.339,0.33,0.318,0.305,0.467,0.626
2019-05-04,0.254,14.89425,0.233,0.338,0.33,0.317,0.304,0.466,0.624
2019-05-05,0,16.871458333333333,0.229,0.336,0.328,0.316,0.302,0.463,0.621
2019-05-06,4.318,14.99576388888889,0.224,0.333,0.327,0.315,0.299,0.459,0.617
2019-05-07,19.304000000000002,10.743125,0.269,0.331,0.326,0.315,0.311,0.471,0.629
2019-05-08,3.81,10.0040625,0.341,0.331,0.326,0.315,0.333,0.493,0.65
2019-05-09,2.032,6.057409722222222,0.344,0.331,0.327,0.314,0.334,0.494,0.651
2019-05-10,0,6.569541666666667,0.344,0.335,0.327,0.314,0.336,0.496,0.653
2019-05-11,0,11.9474375,0.343,0.341,0.327,0.313,0.338,0.498,0.655
2019-05-12,0,12.433104166666666,0.341,0.342,0.327,0.312,0.338,0.497,0.654
